,runtime,certificate,budget,release_day,release_year,result,Mystery,Romance,Sport,Sci-Fi,Family,Horror,Thriller,Musical,Crime,Drama,Fantasy,War,Animation,Music,Adventure,Action,Comedy,Western,Biography,History
1289,120,PG-13,12.5,Friday,2003,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1291,82,PG-13,18.0,Friday,2002,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1292,105,R,7.0,Friday,2002,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
1293,98,R,45.0,Friday,2002,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1296,81,PG-13,10.0,Friday,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1297,77,PG,120.0,Friday,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1298,95,PG-13,85.0,Friday,2002,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
1300,76,PG-13,34.0,Wednesday,2002,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1301,94,R,20.0,Friday,2002,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
1302,110,R,50.0,Friday,2002,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
1303,98,PG-13,70.0,Friday,2002,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1304,94,PG,26.0,Friday,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
1305,125,R,70.0,Friday,2002,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1306,132,PG,10.0,Friday,2003,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1307,101,R,40.0,Friday,2002,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1308,95,PG-13,100.0,Friday,2002,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1310,108,R,40.0,Friday,2002,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1311,118,R,15.0,Friday,2003,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
1312,85,PG-13,40.0,Friday,2002,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
1313,96,R,60.0,Friday,2002,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1314,94,R,20.0,Friday,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1315,105,R,6.5,Friday,2003,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1316,97,PG,15.0,Friday,2002,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1317,116,PG-13,27.0,Friday,2002,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1318,98,PG-13,13.0,Friday,2002,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1319,93,R,12.0,Friday,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1320,117,PG-13,21.0,Friday,2002,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1322,96,R,10.0,Friday,2002,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
1323,90,PG-13,3.0,Friday,2002,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1325,91,PG-13,15.6,Friday,2002,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1326,116,PG-13,70.0,Friday,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
1327,103,PG-13,40.0,Friday,2002,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1330,103,R,18.0,Friday,2002,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1331,86,R,12.0,Friday,2002,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1332,109,PG-13,8.0,Friday,2002,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1334,95,R,15.0,Friday,2002,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
1335,86,R,14.0,Friday,2002,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1336,105,R,40.0,Friday,2002,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1337,101,R,30.0,Friday,2003,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1338,99,PG-13,25.0,Friday,2002,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1339,104,PG-13,60.0,Friday,2002,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1340,90,R,4.0,Friday,2002,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
1343,102,PG-13,25.0,Friday,2002,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1345,98,R,10.0,Friday,2002,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1346,101,R,2.0,Friday,2002,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1347,91,R,70.0,Friday,2002,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1348,109,R,30.0,Friday,2003,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
1349,109,PG-13,12.5,Friday,2002,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1350,112,PG-13,16.0,Friday,2002,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1351,101,R,0.25,Friday,2003,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1352,76,PG,3.0,Friday,2002,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1353,88,PG-13,10.6,Saturday,2004,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1354,89,PG-13,17.0,Wednesday,2002,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1355,99,PG-13,29.0,Friday,2002,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1356,78,PG-13,0.15,Friday,2002,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1357,94,PG,10.0,Wednesday,2002,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1358,94,R,11.0,Friday,2003,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1359,85,PG,25.0,Friday,2002,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1360,100,R,22.0,Thursday,2002,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1362,104,R,12.0,Friday,2002,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1363,90,PG,12.0,Friday,2002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
1365,73,PG,11.0,Wednesday,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
1369,85,PG-13,25.0,Friday,2002,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1374,82,G,14.0,Friday,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1375,116,R,17.5,Thursday,2003,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
1377,91,G,9.0,Friday,2002,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1378,141,PG-13,5.6,Friday,2002,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1380,88,R,0.8,Friday,2003,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1396,95,PG,0.825,Thursday,2016,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1422,135,R,40.0,Friday,2003,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1423,109,R,200.0,Wednesday,2003,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1424,201,PG-13,94.0,Wednesday,2003,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
1425,106,PG-13,120.0,Friday,2003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
1426,143,PG-13,140.0,Wednesday,2003,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
1427,138,R,150.0,Thursday,2003,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1428,97,PG,33.0,Friday,2003,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1429,154,R,140.0,Friday,2003,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
1430,102,R,4.0,Friday,2003,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1431,138,R,25.0,Wednesday,2003,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1432,111,R,30.0,Friday,2003,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1433,125,PG-13,70.0,Friday,2004,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
1434,109,PG-13,35.0,Friday,2003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1435,100,G,94.0,Friday,2003,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1436,147,R,130.0,Friday,2003,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
1437,129,R,150.0,Wednesday,2003,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1438,99,R,6.0,Wednesday,2004,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1439,113,PG,100.0,Thursday,2003,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1440,87,PG-13,30.0,Friday,2003,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1441,89,R,7.0,Friday,2003,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1442,109,R,8.0,Friday,2004,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
1443,117,PG,20.0,Friday,2003,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
1444,121,R,22.0,Friday,2003,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1445,97,R,30.0,Friday,2003,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1446,85,G,128.0,Saturday,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1447,111,PG-13,60.0,Friday,2003,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1448,88,R,24.0,Friday,2003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1449,109,PG,30.0,Friday,2003,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1450,130,R,38.0,Friday,2003,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
1451,106,PG-13,75.0,Friday,2003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1452,101,PG-13,81.0,Friday,2003,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
1453,84,R,12.6,Friday,2003,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1454,90,R,28.0,Friday,2003,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1455,116,PG-13,50.0,Friday,2003,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1456,138,PG-13,137.0,Friday,2003,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1457,154,R,79.0,Thursday,2003,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1458,134,PG-13,110.0,Friday,2003,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1459,100,R,2.0,Friday,2003,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1460,82,PG,109.0,Friday,2003,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1461,94,PG,17.0,Friday,2003,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1462,110,PG-13,78.0,Friday,2003,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
1463,97,PG,20.0,Wednesday,2003,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1464,107,PG-13,76.0,Friday,2003,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1465,92,R,23.0,Wednesday,2003,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
1466,117,PG-13,80.0,Friday,2003,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
1467,84,PG,38.0,Friday,2003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
1468,138,PG-13,150.0,Friday,2003,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
1469,92,PG,60.0,Friday,2003,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1470,116,PG-13,80.0,Wednesday,2003,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1471,121,R,75.0,Friday,2003,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1472,128,PG-13,80.0,Friday,2003,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1473,98,R,9.5,Friday,2003,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1474,88,PG,90.0,Wednesday,2003,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1475,139,R,22.0,Friday,2003,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1476,103,PG-13,78.0,Friday,2003,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1477,84,PG-13,48.0,Friday,2003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1478,104,PG-13,85.0,Friday,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
1479,85,PG-13,19.0,Friday,2003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1480,98,R,40.0,Friday,2003,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1481,117,PG-13,95.0,Friday,2003,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
1482,98,PG,40.0,Thursday,2003,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1483,94,R,55.0,Friday,2003,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
1484,119,PG-13,60.0,Thursday,2003,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1485,94,PG-13,18.0,Friday,2003,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1486,137,R,60.0,Wednesday,2003,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1488,105,PG,25.0,Friday,2003,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1489,102,R,29.0,Friday,2003,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1490,124,R,20.0,Friday,2004,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
1491,134,R,68.0,Friday,2003,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1492,113,PG-13,18.0,Friday,2003,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1493,90,R,26.0,Friday,2003,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1495,95,PG-13,18.0,Friday,2003,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1496,121,R,54.0,Friday,2003,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1497,86,PG,60.0,Wednesday,2003,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1498,96,R,55.0,Friday,2003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1499,109,PG,35.0,Friday,2003,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1500,135,PG-13,60.0,Friday,2003,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1501,117,PG-13,65.0,Friday,2003,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1502,81,R,3.0,Friday,2003,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
1503,87,PG,40.0,Friday,2003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
1504,89,R,0.5,Friday,2003,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1505,126,R,16.5,Friday,2004,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1506,102,PG,28.0,Friday,2003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
1507,98,R,50.0,Friday,2003,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
1508,116,PG-13,62.0,Friday,2003,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
1509,98,PG-13,17.0,Friday,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1510,114,PG-13,50.0,Friday,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
1511,95,PG-13,45.0,Wednesday,2003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1512,140,PG-13,87.0,Friday,2003,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1513,127,PG-13,60.0,Friday,2003,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
1514,105,PG-13,33.0,Friday,2003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1515,100,PG-13,60.0,Friday,2003,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1516,109,R,36.0,Friday,2003,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
1517,91,PG,80.0,Friday,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1518,104,R,5.0,Friday,2003,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1519,119,R,12.0,Friday,2003,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1520,86,PG-13,11.0,Friday,2003,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1521,104,R,17.0,Friday,2003,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1522,92,PG-13,20.0,Friday,2003,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1523,90,R,12.0,Friday,2003,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1524,105,PG-13,50.0,Friday,2003,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1525,79,R,0.5,Friday,2004,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1526,108,PG-13,10.0,Thursday,2004,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1528,81,PG,12.0,Friday,2003,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1529,115,PG-13,46.0,Friday,2003,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1530,89,Approved,60.0,Friday,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
1531,98,PG-13,40.0,Friday,2003,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1532,94,PG-13,6.0,Wednesday,2003,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1533,118,PG-13,55.0,Friday,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1534,88,PG-13,41.0,Friday,2003,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
1535,105,PG-13,6.0,Friday,2003,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1538,106,R,30.0,Wednesday,2003,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1539,95,PG-13,35.2,Friday,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1541,116,PG-13,75.0,Friday,2003,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
1542,101,R,25.0,Friday,2003,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
1543,219,PG-13,56.0,Friday,2003,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
1544,101,PG-13,35.0,Friday,2003,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1545,101,R,3.2,Friday,2004,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1549,80,PG-13,0.3,Friday,2003,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1550,108,R,18.0,Friday,2003,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1552,110,PG-13,24.0,Friday,2003,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1553,104,PG-13,52.0,Wednesday,2003,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
1554,100,PG-13,20.0,Friday,2003,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1555,72,G,20.0,Friday,2003,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1556,97,R,15.0,Friday,2003,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1557,127,R,35.0,Friday,2003,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1560,86,PG-13,15.0,Friday,2003,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1561,101,PG-13,20.0,Friday,2003,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1563,89,PG-13,40.0,Friday,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1566,123,PG-13,30.0,Friday,2003,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
1570,87,PG,18.0,Friday,2003,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1572,123,PG-13,30.0,Friday,2003,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
1573,98,R,17.0,Friday,2003,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
1574,102,R,38.0,Friday,2003,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1578,86,PG-13,14.0,Friday,2003,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1581,101,PG-13,16.0,Friday,2003,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1582,103,PG-13,1.9,Friday,2003,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1583,90,PG-13,0.78,Friday,2005,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
1586,80,PG,25.0,Friday,2003,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1587,112,PG-13,15.0,Thursday,2004,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1592,96,PG-13,30.0,Friday,2003,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1593,84,R,20.0,Friday,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1632,163,R,175.0,Friday,2004,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1633,97,PG-13,17.0,Friday,2004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1634,115,PG,92.0,Friday,2004,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
1635,92,PG-13,20.0,Friday,2004,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1636,142,PG,130.0,Friday,2004,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1637,123,PG-13,29.0,Friday,2004,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1638,124,PG-13,125.0,Friday,2004,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1639,108,R,20.0,Friday,2004,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1640,143,PG-13,70.0,Wednesday,2004,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1641,101,R,5.0,Friday,2004,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1642,100,G,165.0,Wednesday,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1643,108,PG,140.0,Friday,2004,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1644,170,PG-13,110.0,Saturday,2004,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1645,108,PG-13,60.0,Friday,2004,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
